 0.334862658413864
 50 4
 0.00000000e+00 1.87000000e+00 2.02661169e-02 1.00000000e+00
 1.39926898e-01 1.84634319e+00 2.02661169e-02 1.00000000e+00
 1.97277877e-01 1.82435235e+00 2.02661169e-02 1.00000000e+00
 2.40903774e-01 1.80402749e+00 2.02661169e-02 1.00000000e+00
 2.77390149e-01 1.78536860e+00 2.02661169e-02 1.00000000e+00
 3.09302628e-01 1.76837568e+00 2.02661169e-02 1.00000000e+00
 3.37965453e-01 1.75304873e+00 2.02661169e-02 1.00000000e+00
 3.64170900e-01 1.73938776e+00 2.02661169e-02 1.00000000e+00
 3.88439265e-01 1.72739275e+00 2.02661169e-02 1.00000000e+00
 4.11135086e-01 1.71706372e+00 2.02661169e-02 1.00000000e+00
 4.32526285e-01 1.70840067e+00 2.02661169e-02 1.00000000e+00
 4.52817186e-01 1.70140358e+00 2.02661169e-02 1.00000000e+00
 4.72168260e-01 1.69607247e+00 2.02661169e-02 1.00000000e+00
 4.90708596e-01 1.69240733e+00 2.02661169e-02 1.00000000e+00
 5.08544140e-01 1.69040816e+00 2.02661169e-02 1.00000000e+00
 5.25763321e-01 1.69007497e+00 2.02661169e-02 1.00000000e+00
 5.42441023e-01 1.69140775e+00 2.02661169e-02 1.00000000e+00
 5.58641459e-01 1.69440650e+00 2.02661169e-02 1.00000000e+00
 5.74420294e-01 1.69907122e+00 2.02661169e-02 1.00000000e+00
 5.89826248e-01 1.70540192e+00 2.02661169e-02 1.00000000e+00
 6.04902322e-01 1.71339858e+00 2.02661169e-02 1.00000000e+00
 6.19686761e-01 1.72306122e+00 2.02661169e-02 1.00000000e+00
 6.34213800e-01 1.73438984e+00 2.02661169e-02 1.00000000e+00
 6.48514274e-01 1.74738442e+00 2.02661169e-02 1.00000000e+00
 6.62616099e-01 1.76204498e+00 2.02661169e-02 1.00000000e+00
 6.76544672e-01 1.77837151e+00 2.02661169e-02 1.00000000e+00
 6.90323196e-01 1.79636401e+00 2.02661169e-02 1.00000000e+00
 7.03972951e-01 1.81602249e+00 2.02661169e-02 1.00000000e+00
 7.17513519e-01 1.83734694e+00 2.02661169e-02 1.00000000e+00
 7.30962978e-01 1.86033736e+00 2.02661169e-02 1.00000000e+00
 7.44338059e-01 1.88499375e+00 2.02661169e-02 1.00000000e+00
 7.57654287e-01 1.91131612e+00 2.02661169e-02 1.00000000e+00
 7.70926097e-01 1.93930446e+00 2.02661169e-02 1.00000000e+00
 7.84166940e-01 1.96895877e+00 2.02661169e-02 1.00000000e+00
 7.97389365e-01 2.00027905e+00 2.02661169e-02 1.00000000e+00
 8.10605104e-01 2.03326531e+00 2.02661169e-02 1.00000000e+00
 8.23825132e-01 2.06791753e+00 2.02661169e-02 1.00000000e+00
 8.37059734e-01 2.10423574e+00 2.02661169e-02 1.00000000e+00
 8.50318551e-01 2.14221991e+00 2.02661169e-02 1.00000000e+00
 8.63610633e-01 2.18187005e+00 2.02661169e-02 1.00000000e+00
 8.76944476e-01 2.22318617e+00 2.02661169e-02 1.00000000e+00
 8.90328064e-01 2.26616826e+00 2.02661169e-02 1.00000000e+00
 9.03768898e-01 2.31081633e+00 2.02661169e-02 1.00000000e+00
 9.17274033e-01 2.35713036e+00 2.02661169e-02 1.00000000e+00
 9.30850099e-01 2.40511037e+00 2.02661169e-02 1.00000000e+00
 9.44503331e-01 2.45475635e+00 2.02661169e-02 1.00000000e+00
 9.58239590e-01 2.50606830e+00 2.02661169e-02 1.00000000e+00
 9.72064389e-01 2.55904623e+00 2.02661169e-02 1.00000000e+00
 9.85982904e-01 2.61369013e+00 2.02661169e-02 1.00000000e+00
 1.00000000e+00 2.67000000e+00 2.02661169e-02 1.00000000e+00
